cle,Saison,min_moy,tirs_min,part_3pts,pd_min,reb_off_min,reb_def_min,int_min,ct_min,fta_rate,eval_min,taille,arch
ksissoko,23-24,26.286363636363635,0.2524641189689565,0.260273972600957,0.048417776240621796,0.048417776240621796,0.12104444060155449,0.04495936365200595,0.013833650354463371,0.143835616437371,0.30434030779819415,1.8,0
ksissoko,24-25,19.685454545454547,0.1847233767424738,0.0999999999975,0.027708506511371068,0.05079892860418029,0.11545211046404612,0.013854253255685534,0.01847233767424738,0.24999999999375003,0.18010529232391195,1.8,0
ksmalls,23-24,28.073809523809523,0.27478585361669955,0.5432098765398568,0.14248155372717755,0.030531761512966618,0.12891188194363684,0.03731659740473698,0.01187346281059813,0.1851851851840421,0.5784072597734231,1.78,1
ktopuzovic,23-24,11.495,0.2870813397104212,0.15151515151056016,0.09569377990347375,0.03479773814671772,0.12179208351351203,0.04349717268339716,0.00869943453667943,0.06060606060422406,0.33927794693049784,1.83,1
ktraylor,23-24,30.21761904761905,0.34984320090714993,0.567567567565011,0.10243156783317453,0.01260696219485225,0.05988307042554819,0.0252139243897045,0.0015758702743565312,0.19819819819730541,0.29468774130467135,1.75,1
ktreffers,24-25,27.768124999999998,0.14405005739462054,0.23437499999633787,0.018006257174327567,0.03376173220186419,0.09003128587163783,0.013504692880745675,0.0,0.42187499999340816,0.1327961466606658,1.86,0
kvilka,23-24,23.098,0.21213957918388576,0.7244897959109746,0.04978786042070788,0.023811585418599422,0.04545848125368981,0.023811585418599422,0.004329379167018077,0.2755102040788213,0.2597627500210846,1.84,1
lbussiere,24-25,26.941363636363636,0.20414705336470762,0.7768595041258111,0.057363634829752555,0.025307485954302596,0.08435828651434199,0.03543048033602363,0.0033743314605736794,0.09917355371818865,0.24463903089159175,1.8,1
levrard,23-24,19.787647058823527,0.23187371800519674,0.4743589743528928,0.14566425874685437,0.011890959897702396,0.03270013971868159,0.023781919795404793,0.002972739974425599,0.17948717948487836,0.09512767918161917,1.65,1
levrard,24-25,25.24888888888889,0.15842281288470686,0.5138888888817515,0.11881710966353015,0.011001584228104643,0.03740538637555579,0.024203485301830214,0.006600950536862786,0.1111111111095679,0.10781552543542551,1.65,1
lgeiselsoder,23-24,23.416666666666668,0.37620742247000266,0.2540540540526808,0.0630401626841626,0.061006609049189614,0.2399593289268125,0.0325368581595678,0.0325368581595678,0.1675675675666618,0.640569395016491,1.92,0
lgeiselsoder,24-25,25.51,0.37418481165964473,0.25714285714163265,0.10869177862494442,0.058800470403658454,0.22629271943226134,0.024945654110642982,0.04098214603891347,0.21904761904657596,0.6343323473849215,1.92,0
lguapo,24-25,25.44909090909091,0.19647067228656773,0.4545454545413223,0.06787168678990521,0.04108023147810052,0.06429949274833126,0.03929413445731354,0.005358291062360938,0.3545454545422314,0.2321926127023073,1.82,1
llacan,23-24,28.554444444444446,0.3969026032133606,0.49509803921325934,0.10506245379177193,0.019456009961439247,0.07587843884961307,0.11284485777634763,0.007782403984575698,0.3137254901945406,0.4027394062017924,1.8,1
llacan,24-25,32.348181818181814,0.3063260545761933,0.43119266054848077,0.08852541944174393,0.009836157715749324,0.07025826939820946,0.07166343478617365,0.008430992327785136,0.40366972476879054,0.4426270972087196,1.8,1
lpreneau,23-24,19.031111111111112,0.20434376459538667,0.4999999999928571,0.09925268566061639,0.014595983185384763,0.07006071928984686,0.04670714619323124,0.0,0.3999999999942857,0.14012143857969372,1.78,1
lpreneau,24-25,25.09363636363636,0.21193348549032365,0.3076923076896778,0.03985074086142838,0.012679781183181757,0.04709633010896081,0.028982356990129732,0.0018113973118831083,0.22222222222032287,0.14491178495064866,1.78,1
lscherf,23-24,22.950909090909093,0.2931157411069217,0.2567567567550219,0.08120098233367425,0.08120098233367425,0.18616810583817997,0.0277271646993034,0.017824605878123616,0.1824324324311998,0.4396736116603825,1.96,0
makoamakani,23-24,30.11818181818182,0.3546634470263286,0.3872340425515437,0.1569574403861199,0.016601267733147296,0.0965891940837661,0.10111681255644263,0.006036824630235381,0.17872340425455863,0.47690914578859506,1.79,1
makoamakani,24-25,22.458181818181817,0.47967940414410687,0.3586497890280226,0.22870790155394127,0.040479274611317034,0.13155764248678037,0.11941386010338526,0.02226360103622437,0.2869198312224181,0.7306509067342726,1.79,1
mbadiane,23-24,25.596666666666668,0.3516082823269019,0.1975308641950922,0.07379433085873251,0.052090115900281765,0.19967877761774677,0.052090115900281765,0.052090115900281765,0.18518518518289895,0.6120588618283107,1.9,0
mdaramy,24-25,33.45727272727272,0.18612613102167472,0.4014598540116682,0.03939896204108443,0.020378773469526427,0.062494905306547714,0.019020188571558,0.02988886775530543,0.2919708029175769,0.20650490449120112,1.8,1
mdebaut,24-25,25.231818181818184,0.31886146640187557,0.5988700564937918,0.0684561340297812,0.009007386056550158,0.054044316339300943,0.016213294901790284,0.0,0.06214689265501612,0.16393442622921287,1.7,1
mdjalditabdi,23-24,21.555365853658536,0.3405863516521939,0.2823920265771349,0.046392160856278904,0.07468006381742458,0.1335189019766076,0.039603064145603946,0.02263032236891654,0.2292358803979095,0.44129128619387253,1.87,0
mdjalditabdi,24-25,33.41227272727272,0.23535173520857153,0.3352601156049985,0.048974927557853036,0.06802073271924032,0.15780809990863756,0.03264995170523535,0.010883317235078451,0.24855491329336096,0.4190077135505204,1.87,0
mdjekoundade,24-25,31.42409090909091,0.1562206182284058,0.2592592592568587,0.07377084749674717,0.021697308087278582,0.10704005323057433,0.0361621801454643,0.030376231322190014,0.3796296296261145,0.3269061085149973,1.85,0
mdursus,24-25,14.135238095238098,0.27961191214027886,0.5180722891503846,0.087589273682497,0.03368818218557577,0.06400754615259396,0.05726990971547881,0.003368818218557577,0.22891566264784438,0.2998248214516243,1.76,1
mfauthoux,23-24,27.32785714285714,0.3528581510223664,0.48888888888526755,0.12284691183741644,0.023523876734824426,0.10977809142918066,0.041820225306354535,0.007841292244941475,0.3481481481455693,0.3188792179609533,1.74,1
mgarrick,24-25,23.47590909090909,0.3465835382493725,0.581005586588933,0.048405522101867667,0.013553546188522947,0.15489767072597654,0.0290433132611206,0.0,0.18435754189841141,0.2633260402341601,1.79,1
mgreen,24-25,35.213,0.21014966063639828,0.4121621621593773,0.11643427143368013,0.014199301394351235,0.06105699599571031,0.03975804390418346,0.0070996506971756175,0.1621621621610665,0.24422798398284123,1.75,1
mhirsch,23-24,18.13111111111111,0.3922049270719929,0.35937499999438477,0.030641009927499442,0.04289741389849922,0.14094864566649742,0.04289741389849922,0.012256403970999778,0.09374999999853516,0.3431793111879938,1.96,0
mjohannes,23-24,29.333333333333332,0.420454545453351,0.7094594594546658,0.09659090909063468,0.01136363636360408,0.09374999999973367,0.042613636363515305,0.00852272727270306,0.20270270270133312,0.4943181818167775,1.78,1
mkaba,23-24,31.295909090909092,0.3587456972297298,0.08097165991870052,0.06390611610570085,0.062453704376025834,0.11619293837400155,0.03485788151220046,0.01742894075610023,0.44129554655691783,0.37036499106712995,1.9,0
mkaba,24-25,26.305,0.2946207945243556,0.08064516128902185,0.03801558639023943,0.05702337958535914,0.0997909142743785,0.03801558639023943,0.019007793195119714,0.3387096774138918,0.27086105303045593,1.9,0
mlisowambaka,23-24,17.75681818181818,0.26878279790024634,0.33333333333015874,0.09983361064866292,0.0563163957505278,0.06911557660292049,0.04095737872765658,0.0025598361704785365,0.35238095237759637,0.38141558940130194,1.78,1
mmilapie,24-25,23.52136363636364,0.1835855218656471,0.07368421052554017,0.036717104373129424,0.06763677121365946,0.08889404216652387,0.021257270952864404,0.00772991671013251,0.45263157894260386,0.2686146056771047,1.92,0
mpaget,24-25,34.78157894736842,0.1361882424148654,0.6111111111043209,0.05901490504644168,0.018158432321982054,0.025724445789474578,0.01664522962848355,0.0,0.06666666666592592,0.10743739123839383,1.71,1
mpardon,23-24,23.493333333333332,0.2634992703091789,0.2923076923054438,0.2006648289277593,0.022296092103084367,0.08715745094842071,0.04864601913400226,0.010134587319583804,0.2153846153829586,0.2736338576287627,1.78,1
mpardon,24-25,26.026,0.17290401905753305,0.02222222222197531,0.12487512487488497,0.015369246138447382,0.048028894182648066,0.026896180742282918,0.0038423115346118454,0.13333333333185185,0.1440866825479442,1.78,1
mstervinou,24-25,34.68055555555556,0.23868642370806778,0.5771812080498177,0.03364036844207667,0.009611533840593333,0.05927112535032556,0.016019223067655557,0.0048057669202966665,0.2147651006696996,0.1265518622344789,1.78,1
mtoure,23-24,30.923000000000002,0.3136823723437026,0.42783505154418644,0.11318436115494424,0.01616919445070632,0.0759952139183197,0.06305985835775464,0.009701516670423791,0.18556701030832182,0.3492546001352565,1.83,1
nangloma,24-25,25.464761904761904,0.22065973520790513,0.16949152542229243,0.03739995511998392,0.05048993941197829,0.0916298900439606,0.022439973071990353,0.001869997755999196,0.3050847457601264,0.2281397262319019,1.8,0
nbrochant,23-24,27.706363636363633,0.22147849197719352,0.43703703703379976,0.0787479082585577,0.013124651376426282,0.09515372247909054,0.06234209403802484,0.013124651376426282,0.08888888888823046,0.31663221445628403,1.8,1
nbrochant,24-25,28.466666666666665,0.2676480428232392,0.3499999999978125,0.07360321177639077,0.023419203747033428,0.11040481766458615,0.061893609902874056,0.010036801605871469,0.06249999999960938,0.38976246236134204,1.8,1
nenabosi,24-25,23.013636363636365,0.39897294094331626,0.06435643564324577,0.06912897491592114,0.06122852063981586,0.21133715188581603,0.08888011060618432,0.003950227138052636,0.6584158415808989,0.6715386134689482,1.83,0
nfofana,23-24,14.946363636363635,0.4227236786070716,0.23021582733647328,0.05474119579084381,0.07298826105445841,0.12468827930136644,0.027370597895421903,0.012164710175743068,0.10791366906397185,0.3010765768496409,1.89,0
nniare,24-25,14.78076923076923,0.09888108248712527,0.0,0.010408534998644765,0.03642987249525668,0.03642987249525668,0.005204267499322382,0.010408534998644765,0.4210526315567867,0.015612802497967147,1.9,0
nwoolfolk,23-24,28.557777777777776,0.43381837989177147,0.39461883407894793,0.0661427126292387,0.02139911290945958,0.10505019064643793,0.07392420823267855,0.0038907478017199235,0.3139013452900722,0.3754571628659726,1.75,1
nwoolfolk,24-25,33.1945,0.42025034267661776,0.3978494623641654,0.10393288044690546,0.048200756149289495,0.12050189037322373,0.09489523866891368,0.006025094518661187,0.297491039425457,0.47598246697423374,1.75,1
obankole,23-24,12.346666666666668,0.13498920086271607,0.59999999996,0.04499640028757202,0.08999280057514404,0.1619870410352593,0.04499640028757202,0.008999280057514405,0.5333333332977778,0.33297336212803297,1.81,0
obankole,24-25,30.8045,0.28080312941245467,0.4393063583789636,0.04544790533843197,0.016231394763725704,0.10550406596421708,0.0438247658620594,0.0016231394763725703,0.26011560693491265,0.33274359265637693,1.81,1
ochidom,24-25,27.52769230769231,0.22075672050460862,0.20253164556705655,0.033532666405763335,0.04191583300720417,0.10339238808443695,0.027943888671469446,0.022355110937175557,0.30379746835058485,0.2822332755818414,1.93,0
odiarisso,24-25,33.365,0.16893042518675133,0.024193548386901666,0.017710447801836834,0.03950792201948217,0.11716142391984366,0.021797474217645333,0.0122610792474255,0.39516129031939384,0.2901788755224035,1.89,0
omonpierre,23-24,15.398636363636363,0.25681140596789326,0.39080459769665743,0.11217049915839016,0.07674823626626695,0.07084452578424641,0.04427782861515401,0.005903710482020534,0.344827586202933,0.24500398500385218,1.7,1
pastier,23-24,22.724736842105262,0.33119484910871255,0.18881118880986847,0.15980730481469346,0.030108622646246596,0.11580239479325613,0.07874562845941417,0.004632095791730246,0.25874125873944936,0.5118465849861921,1.79,1
pastier,24-25,33.99909090909091,0.24599588224251184,0.17934782608598182,0.18449691168188387,0.010695473140978776,0.08957458755569725,0.06417283884587265,0.006684670713111735,0.2445652173899752,0.4211342549260393,1.79,1
plezin,23-24,30.012999999999998,0.16492853096963828,0.5151515151463116,0.06996967980530108,0.04664645320353406,0.06663779029076294,0.01832539232995981,0.008329723786345368,0.09090909090817263,0.18325392329959808,1.82,1
pstrautmane,24-25,37.10727272727273,0.1286197265910522,0.5999999999942857,0.06247243862993964,0.03552354353467156,0.06737223773817021,0.020824146209979882,0.008574648439403481,0.2380952380929705,0.21069136165391408,1.85,1
rbarahman,23-24,23.238,0.3937516137352747,0.4480874316915405,0.12264394526180686,0.021516481624878396,0.12049229709931902,0.04088131508726896,0.004303296324975679,0.28415300546292815,0.35502194681049354,1.73,1
rbernies,23-24,34.69772727272727,0.24497281718707672,0.5401069518687696,0.1414816270385256,0.013100150651715334,0.056330647802375934,0.032750376629288334,0.0039300451955146,0.20320855614864594,0.3772843387694016,1.7,1
rleseyec,24-25,17.912857142857142,0.20203631336841843,0.06578947368334487,0.02658372544321295,0.03721721562049813,0.13291862721606476,0.00531674508864259,0.039875588164819425,0.46052631578341413,0.2684956269764508,1.98,0
schevaugeon,23-24,26.567272727272726,0.36613742129631077,0.5794392523310332,0.047905830823816366,0.023952915411908183,0.05474952094150442,0.04448398576497234,0.003421845058844026,0.1869158878487204,0.3558718861197787,1.75,1
schevaugeon,24-25,30.257619047619045,0.3179049747402183,0.5198019801954465,0.05823011913558454,0.012590296029315577,0.03147574007328894,0.03934467509161117,0.0,0.13861386138545242,0.2974457436925805,1.75,1
scolas,24-25,26.751875,0.20325678106627282,0.0919540229874488,0.07709739971479314,0.03037170291794881,0.086442539074162,0.021026563558579944,0.0046725696796844325,0.4827586206841062,0.2756816111013815,1.75,1
scolley,23-24,20.445,0.2842993396909871,0.6021505376279338,0.17424798239125017,0.02445585717771932,0.06419662509151322,0.045854732208223725,0.003056982147214915,0.20430107526662042,0.2934702861326319,1.76,1
scolley,24-25,26.546666666666667,0.33902561526729025,0.5061728394999238,0.08789552988411228,0.016742005692211865,0.09626653273021821,0.06278252134579448,0.008371002846105932,0.2592592592560585,0.32228360957507834,1.76,1
selenga,24-25,27.788571428571426,0.15593940640181655,0.2747252747222558,0.03598601686195767,0.04798135581594356,0.07539927342505416,0.022277058057402366,0.015422578655124714,0.3296703296667069,0.16450750565466363,1.84,0
sfuehring,23-24,26.834166666666665,0.28881090649269026,0.33333333332974907,0.059004378745818445,0.07142635321862233,0.17701313623745532,0.040371417036612615,0.006210987236401942,0.5483870967682969,0.5900437874581844,1.91,0
sgruda,23-24,23.379285714285714,0.2810790993239404,0.0,0.10693226604715123,0.06415935962829074,0.14970517246601173,0.027496868412124603,0.021386453209430247,0.33695652173546786,0.4674467630061182,1.93,0
slucet,24-25,21.30409090909091,0.10454671531267032,0.6326530612115786,0.05974098017866876,0.02987049008933438,0.05547376730876385,0.008534425739809823,0.0021336064349524557,0.2040816326488963,0.16002048262143417,1.86,1
smacquet,23-24,10.778571428571428,0.2120609675272275,0.22916666666189237,0.048597305058322965,0.04417936823483906,0.17671747293935625,0.03092555776438734,0.03534349458787125,0.6666666666527779,0.3931963772900676,1.96,0
smacquet,24-25,20.795,0.17705305033951113,0.30864197530483156,0.028415921659427714,0.03715928217002085,0.11366368663771086,0.017486721021186286,0.024044241404131143,0.18518518518289895,0.23388489365836657,1.96,0
sousfar,23-24,24.70380952380952,0.25444311654216734,0.6893939393887167,0.052045182929079684,0.025058791780667996,0.17155634372918857,0.025058791780667996,0.02120359304518061,0.15909090908970386,0.3354022899874024,1.83,1
ssagerer,24-25,18.866666666666667,0.1707891637210201,0.6206896551510107,0.04711425206097106,0.011778563015242764,0.05889281507621382,0.03533568904572829,0.005889281507621382,0.27586206895600474,0.2591283863353408,1.91,1
sthomas,23-24,27.84,0.4909003831409228,0.010452961672437446,0.04105090311979842,0.05473453749306456,0.16249315818253543,0.06157635467969763,0.00684181718663307,0.16376306620152,0.5456349206339873,1.82,0
sthomas,24-25,33.143,0.4374981142316062,0.0068965517241141505,0.049784268171182776,0.05732733910621047,0.1327580484564874,0.0663790242282437,0.01206891349604431,0.3310344827574792,0.43146365748358406,1.82,0
swallace,23-24,20.378999999999998,0.37783993326278115,0.5454545454474616,0.05397713332325445,0.04907012120295859,0.0834192060450296,0.07360518180443788,0.009814024240591718,0.25974025973688647,0.11776829088710061,1.75,1
szellous,23-24,24.2745,0.3110259737578302,0.6357615893997632,0.12152670497822504,0.018537971945830938,0.13388535294211232,0.022657521267126703,0.0,0.28476821191864393,0.4243135800934637,1.78,1
szellous,24-25,26.51153846153846,0.29885390976266113,0.5048543689271373,0.10155229943391397,0.03481793123448479,0.16248367909426237,0.043522414043105986,0.0029014942695403992,0.21359223300763502,0.3510808066143883,1.78,1
tclarke,23-24,29.90315789473684,0.3960152069832512,0.008888888888849382,0.044001689664805686,0.06688256829050465,0.1460856096871549,0.04048155449162123,0.0510419600111746,0.4222222222203457,0.6054632497877263,1.84,0
tclarke,24-25,29.919047619047618,0.2992201177776553,0.021276595744567677,0.05729746936167866,0.05411427661936318,0.11459493872335733,0.03978990927894352,0.02864873468083933,0.52659574467805,0.5268183988532121,1.84,0
tcleante,24-25,21.960500000000003,0.16393069374521543,0.49999999999305555,0.07285808610898463,0.011384075954528849,0.018214521527246157,0.013660891145434619,0.004553630381811539,0.24999999999652778,0.12522483549981733,1.76,1
tpouye,23-24,24.50583333333333,0.39106335226173683,0.3217391304319849,0.09861597578774232,0.037406059781557435,0.13602203556929976,0.027204407113859953,0.0,0.25217391304128545,0.3944639031509693,1.75,1
tpouye,24-25,23.999375,0.3567801244814793,0.35036496350109225,0.02604234485266272,0.03645928279372781,0.1119820828664497,0.028646579337928992,0.005208468970532544,0.24817518247994036,0.34636318654041415,1.75,1
vbremont,23-24,24.180625,0.21711597611668146,0.5119047618986677,0.18351469409862362,0.02584714001389065,0.09304970405000634,0.04652485202500317,0.002584714001389065,0.2976190476155045,0.2584714001389065,1.77,1
vgomis,23-24,28.21809523809524,0.2700057376214688,0.4937499999969141,0.0506260758040254,0.02700057376214688,0.06412636268509884,0.0337507172026836,0.00168753586013418,0.30624999999808594,0.15862837085261292,1.73,1
vgomis,24-25,30.984761904761903,0.26894940677403806,0.5142857142827756,0.07837954140271966,0.03073707505989006,0.043031905083846085,0.03381078256587907,0.001536853752994503,0.2971428571411592,0.29046535931596107,1.73,1
yewodo,23-24,19.29,0.31104199066793403,0.3499999999970833,0.07516848107808406,0.038880248833491754,0.04924831518908956,0.04147226542239121,0.0,0.14999999999875,0.23587350958984998,1.82,1
yewodo,24-25,35.167272727272724,0.14217764450400402,0.27272727272479336,0.032313101023637276,0.02585048081890982,0.03360562506458277,0.029728052941746297,0.0012925240409454911,0.32727272726975204,0.15381036087251343,1.82,1
zmorrison,23-24,14.49,0.20703933747269124,0.09999999999666667,0.06901311249089709,0.062111801241807374,0.18633540372542212,0.027605244996358833,0.027605244996358833,0.29999999999,0.5175983436817281,1.95,0
