Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adveresaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
24-25;1;Championat de France;Exterieur;Defaite;Bourges;;Starter;F. Eldebrink;32;5;0,08;5,08;1;9;0,11;0;1;0;1;8;0,13;2;3;0,67;;;;;;;;5;0;2;2;5;3;1;0;0;0;3;-12;1;2;F. Eldebrink
24-25;1;Championat de France;Exterieur;Defaite;Bourges;;Starter;S. Elenga;28;48;0,8;48,8;8;14;0,57;6;12;0,5;2;2;1;0;0;;;;;;;;;18;4;5;9;2;1;0;1;0;1;0;-4;23;6;S. Elenga
24-25;1;Championat de France;Exterieur;Defaite;Bourges;;Starter;K. Cooper;14;12;0,2;12,2;1;4;0,25;0;2;0;1;2;0,5;0;0;;;;;;;;;3;0;2;2;3;1;0;0;0;3;0;3;4;12;K. Cooper
24-25;1;Championat de France;Exterieur;Defaite;Bourges;Capitaine;Starter;E. Marie(C);28;45;0,75;45,75;2;9;0,22;0;3;0;2;6;0,33;1;2;0,5;;;;;;;;7;1;5;6;2;4;3;0;0;3;4;10;6;21;E. Marie(C)
24-25;1;Championat de France;Exterieur;Defaite;Bourges;;Starter;N. Enabosi;27;18;0,3;18,3;6;14;0,43;6;14;0,43;0;0;;3;5;0,6;;;;;;;;15;2;4;6;0;0;0;0;0;1;5;2;11;33;N. Enabosi
24-25;1;Championat de France;Exterieur;Defaite;Bourges;;Banc;C. Legrand;14;13;0,22;13,22;1;3;0,33;1;3;0,33;0;0;;2;2;1;;;;;;;;4;0;2;2;1;0;0;0;0;2;2;-16;5;7;C. Legrand
24-25;1;Championat de France;Exterieur;Defaite;Bourges;;Banc;N. Niare;2;1;0,02;1,02;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;1;0;0;0;0;2;1;2;1;24;N. Niare
24-25;1;Championat de France;Exterieur;Defaite;Bourges;;Banc;E. Mahoutou;21;31;0,52;31,52;1;5;0,2;1;5;0,2;0;0;;0;0;;;;;;;;;2;2;2;4;2;2;1;0;0;3;0;-20;3;26;E. Mahoutou
24-25;1;Championat de France;Exterieur;Defaite;Bourges;;Banc;R. Le Seyec;14;8;0,13;8,13;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;3;3;0;2;0;0;0;1;1;-15;1;27;R. Le Seyec
24-25;1;Championat de France;Exterieur;Defaite;Bourges;;Banc;M. Debaut;16;49;0,82;49,82;2;6;0,33;2;3;0,67;0;3;0;0;0;;;;;;;;;4;1;0;1;0;2;1;0;0;0;0;-25;0;30;M. Debaut
24-25;1;Championat de France;Exterieur;Defaite;Bourges;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;3;3;0;2;0;0;0;0;0;0;0;0;Team / Coach
24-25;1;Championat de France;Exterieur;Defaite;Bourges;;Banc;TOTAUX EQUIPE;;;;;22;64;0,34;16;43;0,37;6;21;0,29;8;12;0,67;11;22;4;2;10;7;9;58;10;28;38;16;17;6;1;0;16;16;0;56;0;TOTAUX EQUIPE
24-25;2;Championat de France;Domicile;Defaite;Charnay;;Starter;C. Legrand;23;2;0,03;2,03;1;5;0,2;1;3;0,33;0;2;0;2;3;0,67;;;;;;;;4;1;3;4;3;7;2;0;1;2;4;-6;1;7;C. Legrand
24-25;2;Championat de France;Domicile;Defaite;Charnay;;Starter;F. Eldebrink;41;2;0,03;2,03;2;10;0,2;1;4;0,25;1;6;0,17;4;4;1;;;;;;;;9;1;2;3;4;6;1;0;1;0;2;0;3;9;F. Eldebrink
24-25;2;Championat de France;Domicile;Defaite;Charnay;;Starter;K. Cooper;15;56;0,93;56,93;3;3;1;2;2;1;1;1;1;1;1;1;;;;;;;;8;2;3;5;0;2;2;0;0;1;1;-6;13;12;K. Cooper
24-25;2;Championat de France;Domicile;Defaite;Charnay;Capitaine;Starter;E. Marie(C);26;29;0,48;29,48;1;7;0,14;0;3;0;1;4;0,25;0;0;;;;;;;;;3;2;6;8;5;5;2;1;0;5;2;-1;8;21;E. Marie(C)
24-25;2;Championat de France;Domicile;Defaite;Charnay;;Starter;N. Enabosi;41;48;0,8;48,8;6;18;0,33;5;14;0,36;1;4;0,25;2;4;0,5;;;;;;;;15;0;8;8;3;0;1;0;1;3;4;-2;13;33;N. Enabosi
24-25;2;Championat de France;Domicile;Defaite;Charnay;;Banc;S. Colas;22;6;0,1;6,1;4;6;0,67;2;3;0,67;2;3;0,67;4;6;0,67;;;;;;;;14;2;5;7;1;2;0;0;1;3;4;0;16;2;S. Colas
24-25;2;Championat de France;Domicile;Defaite;Charnay;;Banc;N. Niare;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;24;N. Niare
24-25;2;Championat de France;Domicile;Defaite;Charnay;;Banc;E. Mahoutou;30;3;0,05;3,05;5;8;0,63;5;8;0,63;0;0;;1;3;0,33;;;;;;;;11;6;0;6;2;1;3;0;1;3;3;12;16;26;E. Mahoutou
24-25;2;Championat de France;Domicile;Defaite;Charnay;;Banc;R. Le Seyec;12;13;0,22;13,22;0;2;0;0;2;0;0;0;;0;0;;;;;;;;;0;1;1;2;1;1;1;0;1;1;0;-5;1;27;R. Le Seyec
24-25;2;Championat de France;Domicile;Defaite;Charnay;;Banc;M. Debaut;12;22;0,37;22,37;2;11;0,18;0;3;0;2;8;0,25;0;0;;;;;;;;;6;0;4;4;1;1;0;0;1;1;0;-7;1;30;M. Debaut
24-25;2;Championat de France;Domicile;Defaite;Charnay;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;5;1;6;0;4;0;0;0;0;0;0;0;0;Team / Coach
24-25;2;Championat de France;Domicile;Defaite;Charnay;;Banc;TOTAUX EQUIPE;;;;;24;70;0,34;16;42;0,38;8;28;0,29;14;21;0,67;17;26;18;15;31;6;9;70;20;33;53;20;29;12;1;7;19;20;0;74;0;TOTAUX EQUIPE
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;;Starter;C. Legrand;19;7;0,12;7,12;5;8;0,63;4;7;0,57;1;1;1;1;2;0,5;;;;;;;;12;1;1;2;5;0;1;0;0;4;2;9;16;7;C. Legrand
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;;Starter;F. Eldebrink;30;3;0,05;3,05;5;14;0,36;3;4;0,75;2;10;0,2;4;4;1;;;;;;;;16;1;1;2;1;2;0;0;0;3;4;-4;8;9;F. Eldebrink
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;Capitaine;Starter;E. Marie(C);30;30;0,5;30,5;1;6;0,17;1;2;0,5;0;4;0;0;0;;;;;;;;;2;1;3;4;6;4;1;0;1;3;2;-3;4;21;E. Marie(C)
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;;Starter;R. Le Seyec;16;3;0,05;3,05;4;8;0,5;4;8;0,5;0;0;;1;2;0,5;;;;;;;;9;1;3;4;0;0;0;0;0;0;1;4;8;27;R. Le Seyec
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;;Starter;M. Debaut;12;16;0,27;16,27;2;3;0,67;2;2;1;0;1;0;0;0;;;;;;;;;4;0;0;0;1;1;0;0;0;1;0;-3;3;30;M. Debaut
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;;Banc;S. Colas;14;2;0,03;2,03;2;2;1;2;2;1;0;0;;2;4;0,5;;;;;;;;6;0;5;5;2;0;0;0;0;3;2;0;11;2;S. Colas
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;;Banc;S. Elenga;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;6;S. Elenga
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;;Banc;K. Cooper;22;19;0,32;19,32;2;11;0,18;1;7;0,14;1;4;0,25;0;0;;;;;;;;;5;1;3;4;2;1;0;0;1;3;0;-1;1;12;K. Cooper
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;;Banc;N. Niare;1;8;0,13;8,13;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;1;0;1;0;1;0;0;0;1;0;-6;0;24;N. Niare
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;;Banc;E. Mahoutou;24;53;0,88;53,88;2;4;0,5;2;4;0,5;0;0;;1;2;0,5;;;;;;;;5;1;2;3;3;0;1;0;0;2;1;-4;9;26;E. Mahoutou
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;;Banc;N. Enabosi;29;10;0,17;10,17;4;5;0,8;4;5;0,8;0;0;;6;6;1;;;;;;;;14;2;5;7;2;3;3;0;0;1;9;-7;22;33;N. Enabosi
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;3;3;6;0;1;0;0;0;1;0;0;0;0;Team / Coach
24-25;3;Championat de France;Exterieur;Defaite;Landerneau;;Banc;TOTAUX EQUIPE;;;;;27;61;0,44;23;41;0,56;4;20;0,2;15;20;0,75;9;32;8;15;30;11;7;73;12;26;38;22;13;6;0;2;22;21;0;87;0;TOTAUX EQUIPE
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Starter;C. Legrand;5;0;0;0;1;1;1;1;1;1;0;0;;0;0;;;;;;;;;2;0;2;2;0;2;1;0;0;3;0;-3;3;7;C. Legrand
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Starter;F. Eldebrink;32;2;0,03;2,03;3;12;0,25;2;5;0,4;1;7;0,14;2;2;1;;;;;;;;9;1;0;1;3;2;0;0;0;0;3;-1;2;9;F. Eldebrink
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Starter;K. Cooper;11;51;0,85;51,85;0;2;0;0;2;0;0;0;;0;0;;;;;;;;;0;1;1;2;1;1;0;1;1;2;0;-11;1;12;K. Cooper
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;Capitaine;Starter;E. Marie(C);26;26;0,43;26,43;3;6;0,5;2;2;1;1;4;0,25;1;1;1;;;;;;;;8;1;1;2;8;7;4;0;0;4;2;-3;12;21;E. Marie(C)
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Starter;N. Enabosi;30;37;0,62;37,62;9;14;0,64;9;13;0,69;0;1;0;5;7;0,71;;;;;;;;23;2;7;9;2;2;5;0;1;1;5;3;30;33;N. Enabosi
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;S. Colas;19;34;0,57;34,57;4;9;0,44;4;9;0,44;0;0;;0;0;;;;;;;;;8;1;5;6;3;1;1;0;0;1;0;-6;12;2;S. Colas
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;S. Elenga;11;30;0,5;30,5;0;5;0;0;4;0;0;1;0;0;0;;;;;;;;;0;1;2;3;2;2;1;0;0;2;0;-6;-1;6;S. Elenga
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;N. Niare;4;9;0,15;9,15;0;2;0;0;2;0;0;0;;0;0;;;;;;;;;0;1;0;1;0;1;0;1;0;2;0;1;-1;24;N. Niare
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;E. Mahoutou;20;12;0,2;12,2;3;4;0,75;3;4;0,75;0;0;;1;1;1;;;;;;;;7;4;1;5;2;0;1;1;0;2;1;0;15;26;E. Mahoutou
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;R. Le Seyec;18;6;0,1;6,1;4;6;0,67;4;6;0,67;0;0;;1;3;0,33;;;;;;;;9;1;3;4;0;1;0;1;0;3;3;5;9;27;R. Le Seyec
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;M. Debaut;19;23;0,38;23,38;3;12;0,25;1;4;0,25;2;8;0,25;0;0;;;;;;;;;8;1;2;3;2;0;2;0;0;3;2;-4;6;30;M. Debaut
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;4;0;2;0;0;0;0;0;0;0;0;Team / Coach
24-25;4;Championat de France;Domicile;Defaite;Lyon Asvel Féminin;;Banc;TOTAUX EQUIPE;;;;;30;73;0,41;26;52;0,5;4;21;0,19;10;14;0,71;25;42;13;23;32;5;8;74;16;26;42;23;21;15;4;2;23;16;0;90;0;TOTAUX EQUIPE
24-25;5;Championat de France;Exterieur;Defaite;Angers;;Starter;S. Elenga;23;15;0,25;15,25;3;6;0,5;2;3;0,67;1;3;0,33;1;2;0,5;;;;;;;;8;1;1;2;0;3;0;0;0;1;1;-13;3;6;S. Elenga
24-25;5;Championat de France;Exterieur;Defaite;Angers;;Starter;F. Eldebrink;30;55;0,92;55,92;5;13;0,38;2;4;0,5;3;9;0,33;5;5;1;;;;;;;;18;1;1;2;4;3;0;0;0;2;3;-6;13;9;F. Eldebrink
24-25;5;Championat de France;Exterieur;Defaite;Angers;;Starter;K. Cooper;17;33;0,55;33,55;5;7;0,71;4;5;0,8;1;2;0,5;0;0;;;;;;;;;11;1;2;3;3;2;2;2;0;3;1;-10;17;12;K. Cooper
24-25;5;Championat de France;Exterieur;Defaite;Angers;Capitaine;Starter;E. Marie(C);23;56;0,93;56,93;3;6;0,5;3;6;0,5;0;0;;0;0;;;;;;;;;6;1;1;2;10;3;3;0;1;1;3;-10;15;21;E. Marie(C)
24-25;5;Championat de France;Exterieur;Defaite;Angers;;Starter;N. Enabosi;33;2;0,03;2,03;7;12;0,58;7;12;0,58;0;0;;5;6;0,83;;;;;;;;19;2;7;9;2;4;2;0;0;3;7;-12;22;33;N. Enabosi
24-25;5;Championat de France;Exterieur;Defaite;Angers;;Banc;S. Colas;16;4;0,07;4,07;2;4;0,5;2;3;0,67;0;1;0;1;2;0,5;;;;;;;;5;0;0;0;3;0;3;0;0;0;1;0;8;2;S. Colas
24-25;5;Championat de France;Exterieur;Defaite;Angers;;Banc;C. Legrand;7;5;0,08;5,08;1;2;0,5;1;2;0,5;0;0;;0;0;;;;;;;;;2;1;0;1;0;0;0;0;1;2;2;-4;2;7;C. Legrand
24-25;5;Championat de France;Exterieur;Defaite;Angers;;Banc;N. Niare;3;9;0,15;9,15;0;1;0;0;1;0;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;1;1;1;-1;24;N. Niare
24-25;5;Championat de France;Exterieur;Defaite;Angers;;Banc;E. Mahoutou;19;15;0,25;15,25;1;1;1;1;1;1;0;0;;0;0;;;;;;;;;2;0;1;1;3;2;1;0;0;4;0;4;5;26;E. Mahoutou
24-25;5;Championat de France;Exterieur;Defaite;Angers;;Banc;R. Le Seyec;13;43;0,72;43,72;2;3;0,67;2;3;0,67;0;0;;0;0;;;;;;;;;4;1;3;4;1;0;0;0;0;3;0;5;8;27;R. Le Seyec
24-25;5;Championat de France;Exterieur;Defaite;Angers;;Banc;M. Debaut;11;23;0,38;23,38;3;6;0,5;2;3;0,67;1;3;0,33;0;0;;;;;;;;;7;0;0;0;1;3;0;0;0;2;0;-5;2;30;M. Debaut
24-25;5;Championat de France;Exterieur;Defaite;Angers;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;2;2;4;0;2;0;0;0;0;0;0;0;0;Team / Coach
24-25;5;Championat de France;Exterieur;Defaite;Angers;;Banc;TOTAUX EQUIPE;;;;;32;61;0,52;26;43;0,6;6;18;0,33;12;15;0,8;26;36;14;16;20;3;7;82;10;18;28;27;22;11;2;2;22;19;0;96;0;TOTAUX EQUIPE
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;;Starter;S. Elenga;21;25;0,42;25,42;1;2;0,5;1;1;1;0;1;0;0;0;;;;;;;;;2;0;0;0;1;0;1;2;0;1;1;5;5;6;S. Elenga
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;;Starter;F. Eldebrink;26;19;0,32;19,32;4;9;0,44;2;4;0,5;2;5;0,4;5;6;0,83;;;;;;;;15;0;2;2;2;3;0;0;0;1;4;11;10;9;F. Eldebrink
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;;Starter;K. Cooper;6;6;0,1;6,1;1;5;0,2;1;4;0,25;0;1;0;0;0;;;;;;;;;2;1;1;2;0;0;1;0;1;0;1;-7;1;12;K. Cooper
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;Capitaine;Starter;E. Marie(C);23;55;0,92;55,92;4;10;0,4;0;3;0;4;7;0,57;7;8;0,88;;;;;;;;19;1;4;5;5;1;0;0;0;2;5;11;21;21;E. Marie(C)
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;;Starter;N. Enabosi;27;55;0,92;55,92;4;6;0,67;4;6;0,67;0;0;;8;11;0,73;;;;;;;;16;0;2;2;2;2;3;0;0;4;9;12;16;33;N. Enabosi
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;;Banc;S. Colas;13;60;1;61;0;3;0;0;3;0;0;0;;2;2;1;;;;;;;;2;0;0;0;0;1;1;0;3;0;3;-2;-1;2;S. Colas
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;;Banc;C. Legrand;15;7;0,12;7,12;1;3;0,33;0;2;0;1;1;1;0;0;;;;;;;;;3;0;5;5;1;1;1;1;0;2;0;3;8;7;C. Legrand
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;;Banc;N. Niare;10;55;0,92;55,92;1;1;1;1;1;1;0;0;;1;2;0,5;;;;;;;;3;0;3;3;0;5;0;0;0;3;1;-4;0;24;N. Niare
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;;Banc;E. Mahoutou;25;2;0,03;2,03;4;5;0,8;4;5;0,8;0;0;;1;2;0,5;;;;;;;;9;1;5;6;1;0;0;0;0;4;3;7;14;26;E. Mahoutou
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;;Banc;R. Le Seyec;13;1;0,02;1,02;1;1;1;1;1;1;0;0;;0;2;0;;;;;;;;2;1;2;3;2;1;0;1;0;3;1;7;5;27;R. Le Seyec
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;;Banc;M. Debaut;16;5;0,08;5,08;3;6;0,5;2;3;0,67;1;3;0,33;0;0;;;;;;;;;7;0;1;1;1;4;0;0;0;3;3;-3;2;30;M. Debaut
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;4;0;0;0;0;0;1;0;0;0;0;Team / Coach
24-25;6;Championat de France;Domicile;Victoire;Charleville-Mézičres;;Banc;TOTAUX EQUIPE;;;;;24;51;0,47;16;33;0,48;8;18;0,44;24;33;0,73;22;16;2;10;26;12;14;80;5;28;33;15;18;7;4;4;24;31;0;85;0;TOTAUX EQUIPE
24-25;7;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;S. Elenga;21;15;0,25;15,25;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;3;3;1;1;1;0;0;2;1;-2;4;6;S. Elenga
24-25;7;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;F. Eldebrink;30;35;0,58;35,58;5;8;0,63;1;2;0,5;4;6;0,67;0;0;;;;;;;;;14;0;5;5;2;4;0;0;0;1;0;-9;14;9;F. Eldebrink
24-25;7;Championat de France;Exterieur;Defaite;Basket Landes;Capitaine;Starter;E. Marie(C);22;14;0,23;14,23;0;2;0;0;0;;0;2;0;0;0;;;;;;;;;0;0;1;1;3;3;1;0;0;2;1;-3;0;21;E. Marie(C)
24-25;7;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;R. Le Seyec;17;5;0,08;5,08;0;2;0;0;2;0;0;0;;2;4;0,5;;;;;;;;2;0;3;3;0;2;0;0;0;2;2;-8;-1;27;R. Le Seyec
24-25;7;Championat de France;Exterieur;Defaite;Basket Landes;;Starter;N. Enabosi;28;3;0,05;3,05;2;6;0,33;2;6;0,33;0;0;;4;4;1;;;;;;;;8;0;9;9;2;4;1;1;1;3;3;-11;13;33;N. Enabosi
24-25;7;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;S. Colas;20;22;0,37;22,37;1;5;0,2;1;5;0,2;0;0;;2;2;1;;;;;;;;4;0;2;2;1;1;1;1;0;0;1;-7;4;2;S. Colas
24-25;7;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;C. Legrand;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;7;C. Legrand
24-25;7;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;N. Niare;12;48;0,8;48,8;2;4;0,5;2;4;0,5;0;0;;0;2;0;;;;;;;;4;2;1;3;1;1;1;0;0;3;1;-7;4;24;N. Niare
24-25;7;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;E. Mahoutou;28;14;0,23;14,23;6;9;0,67;6;9;0,67;0;0;;1;2;0,5;;;;;;;;13;0;2;2;3;2;2;1;0;1;1;-6;15;26;E. Mahoutou
24-25;7;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;M. Debaut;19;24;0,4;24,4;5;13;0,38;2;6;0,33;3;7;0,43;0;0;;;;;;;;;13;1;2;3;0;2;1;0;1;1;1;-2;7;30;M. Debaut
24-25;7;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;2;0;2;0;0;0;1;0;0;0;0;Team / Coach
24-25;7;Championat de France;Exterieur;Defaite;Basket Landes;;Banc;TOTAUX EQUIPE;;;;;21;49;0,43;14;34;0,41;7;15;0,47;9;14;0,64;11;24;2;14;34;2;9;58;3;30;33;13;22;8;3;2;16;11;0;60;0;TOTAUX EQUIPE
24-25;8;Championat de France;Domicile;Defaite;Roche Vendée;;Starter;S. Elenga;17;40;0,67;40,67;1;2;0,5;1;1;1;0;1;0;4;4;1;;;;;;;;6;2;1;3;1;2;1;2;0;1;2;-7;10;6;S. Elenga
24-25;8;Championat de France;Domicile;Defaite;Roche Vendée;;Starter;F. Eldebrink;31;40;0,67;40,67;5;11;0,45;2;5;0,4;3;6;0,5;0;0;;;;;;;;;13;0;2;2;2;2;1;0;0;1;3;-2;10;9;F. Eldebrink
24-25;8;Championat de France;Domicile;Defaite;Roche Vendée;Capitaine;Starter;E. Marie(C);25;4;0,07;4,07;2;6;0,33;2;2;1;0;4;0;1;2;0,5;;;;;;;;5;0;1;1;10;4;3;0;0;4;1;8;10;21;E. Marie(C)
24-25;8;Championat de France;Domicile;Defaite;Roche Vendée;;Starter;N. Niare;8;9;0,15;9,15;1;5;0,2;1;5;0,2;0;0;;1;2;0,5;;;;;;;;3;1;2;3;0;1;0;0;0;2;1;1;0;24;N. Niare
24-25;8;Championat de France;Domicile;Defaite;Roche Vendée;;Starter;N. Enabosi;31;16;0,27;16,27;6;11;0,55;6;11;0,55;0;0;;4;4;1;;;;;;;;16;5;6;11;1;0;1;0;0;2;5;-3;24;33;N. Enabosi
24-25;8;Championat de France;Domicile;Defaite;Roche Vendée;;Banc;S. Colas;13;55;0,92;55,92;1;4;0,25;1;4;0,25;0;0;;2;2;1;;;;;;;;4;2;1;3;0;2;0;0;0;0;2;-8;2;2;S. Colas
24-25;8;Championat de France;Domicile;Defaite;Roche Vendée;;Banc;C. Legrand;16;11;0,18;11,18;2;4;0,5;0;2;0;2;2;1;0;0;;;;;;;;;6;1;4;5;1;1;1;2;0;2;2;13;12;7;C. Legrand
24-25;8;Championat de France;Domicile;Defaite;Roche Vendée;;Banc;E. Mahoutou;21;34;0,57;34,57;2;5;0,4;2;5;0,4;0;0;;0;0;;;;;;;;;4;0;3;3;1;1;1;0;0;3;1;-3;5;26;E. Mahoutou
24-25;8;Championat de France;Domicile;Defaite;Roche Vendée;;Banc;R. Le Seyec;18;11;0,18;11,18;4;8;0,5;4;8;0,5;0;0;;0;0;;;;;;;;;8;1;5;6;0;1;0;1;0;3;1;1;10;27;R. Le Seyec
24-25;8;Championat de France;Domicile;Defaite;Roche Vendée;;Banc;M. Debaut;15;31;0,52;31,52;3;5;0,6;2;2;1;1;3;0,33;0;0;;;;;;;;;7;0;0;0;3;1;0;0;0;2;1;-10;7;30;M. Debaut
24-25;8;Championat de France;Domicile;Defaite;Roche Vendée;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;2;2;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;8;Championat de France;Domicile;Defaite;Roche Vendée;;Banc;TOTAUX EQUIPE;;;;;27;61;0,44;21;45;0,47;6;16;0,38;12;14;0,86;19;34;4;15;29;10;9;72;12;27;39;19;16;8;5;0;20;19;0;91;0;TOTAUX EQUIPE
24-25;9;Championat de France;Domicile;Defaite;Lattes Montpellier;;Starter;S. Elenga;26;6;0,1;6,1;3;5;0,6;2;3;0,67;1;2;0,5;0;0;;;;;;;;;7;3;3;6;2;1;1;0;0;2;1;6;13;6;S. Elenga
