Saison;Num_match;Competition;dom_ext;Gagne_perdu;Adveresaire;Capitaine;Starter/bench;Joueur;Minutes;Secondes;Secondes(minutes);Tps_jeu_decimal;Tirs_marques;Tirs_tentes;%Tirs;2pts_marques;2pts_tentes;%2pts;3pts_marques;3pts_tentes;%3pts;LF_marques;LF_tentes;%LF;Pts_apres_balles_perdues;Points_int;Point_2eme_chance;Points_CA;Points_banc;Ecart_max;Serie_max;Pts;RO;RD;RT;PD;BP;INT;CT;CTS;F;FPR;+/-;EVAL;N°;JOUEUR
24-25;17;Championat de France;Exterieur;Defaite;Charleville-Mézičres;;Starter;K. Cooper;23;20;0,33;20,33;6;12;0,5;3;8;0,38;3;4;0,75;2;2;1;;;;;;;;17;0;2;2;1;1;0;0;0;4;1;5;13;12;K. Cooper
24-25;17;Championat de France;Exterieur;Defaite;Charleville-Mézičres;Capitaine;Starter;E. Marie(C);24;34;0,57;34,57;2;7;0,29;1;5;0,2;1;2;0,5;0;0;;;;;;;;;5;1;6;7;4;7;0;0;0;2;2;-6;4;21;E. Marie(C)
24-25;17;Championat de France;Exterieur;Defaite;Charleville-Mézičres;;Starter;N. Enabosi;32;53;0,88;53,88;4;7;0,57;4;7;0,57;0;0;;2;2;1;;;;;;;;10;1;4;5;2;5;0;0;0;3;5;-12;9;33;N. Enabosi
24-25;17;Championat de France;Exterieur;Defaite;Charleville-Mézičres;;Banc;S. Colas;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;2;S. Colas
24-25;17;Championat de France;Exterieur;Defaite;Charleville-Mézičres;;Banc;N. Bruce;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5;N. Bruce
24-25;17;Championat de France;Exterieur;Defaite;Charleville-Mézičres;;Banc;S. Elenga;25;45;0,75;45,75;4;5;0,8;3;4;0,75;1;1;1;0;0;;;;;;;;;9;1;3;4;3;1;1;0;0;0;0;-5;15;6;S. Elenga
24-25;17;Championat de France;Exterieur;Defaite;Charleville-Mézičres;;Banc;E. Mahoutou;27;23;0,38;23,38;3;6;0,5;3;6;0,5;0;0;;0;1;0;;;;;;;;6;2;1;3;1;3;1;0;1;2;1;-16;4;26;E. Mahoutou
24-25;17;Championat de France;Exterieur;Defaite;Charleville-Mézičres;;Banc;M. Debaut;8;1;0,02;1,02;1;2;0,5;1;1;1;0;1;0;0;0;;;;;;;;;2;0;0;0;2;1;0;0;0;2;1;-5;2;30;M. Debaut
24-25;17;Championat de France;Exterieur;Defaite;Charleville-Mézičres;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;5;2;7;0;1;0;0;0;1;0;0;0;0;Team / Coach
24-25;17;Championat de France;Exterieur;Defaite;Charleville-Mézičres;;Banc;TOTAUX EQUIPE;;;;;28;61;0,46;20;41;0,49;8;20;0,4;8;9;0,89;13;26;7;8;17;6;10;72;12;24;36;22;25;4;1;3;22;17;0;76;0;TOTAUX EQUIPE
24-25;18;Championat de France;Domicile;Defaite;Basket Landes;;Starter;C. Legrand;15;7;0,12;7,12;4;6;0,67;3;5;0,6;1;1;1;1;1;1;;;;;;;;10;1;1;2;1;1;1;0;1;5;2;1;11;7;C. Legrand
24-25;18;Championat de France;Domicile;Defaite;Basket Landes;;Starter;S. Colley;32;26;0,43;26,43;1;7;0,14;1;3;0,33;0;4;0;2;2;1;;;;;;;;4;1;3;4;4;4;4;0;0;2;4;-2;6;11;S. Colley
24-25;18;Championat de France;Domicile;Defaite;Basket Landes;Capitaine;Starter;E. Marie(C);17;47;0,78;47,78;1;2;0,5;0;1;0;1;1;1;0;0;;;;;;;;;3;0;0;0;1;5;0;0;1;3;1;-11;-2;21;E. Marie(C)
24-25;18;Championat de France;Domicile;Defaite;Basket Landes;;Starter;R. Le Seyec;14;22;0,37;22,37;1;1;1;1;1;1;0;0;;1;2;0,5;;;;;;;;3;0;2;2;0;2;0;0;0;3;2;-16;2;27;R. Le Seyec
24-25;18;Championat de France;Domicile;Defaite;Basket Landes;;Starter;N. Enabosi;21;6;0,1;6,1;2;5;0,4;2;5;0,4;0;0;;10;12;0,83;;;;;;;;14;0;6;6;0;3;0;0;1;4;9;2;12;33;N. Enabosi
24-25;18;Championat de France;Domicile;Defaite;Basket Landes;;Banc;N. Bruce;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5;N. Bruce
24-25;18;Championat de France;Domicile;Defaite;Basket Landes;;Banc;S. Elenga;26;11;0,18;11,18;3;8;0,38;2;7;0,29;1;1;1;2;6;0,33;;;;;;;;9;2;7;9;2;1;0;0;0;2;4;-9;10;6;S. Elenga
24-25;18;Championat de France;Domicile;Defaite;Basket Landes;;Banc;K. Cooper;17;58;0,97;58,97;2;5;0,4;1;4;0,25;1;1;1;0;0;;;;;;;;;5;0;2;2;0;4;1;0;0;2;0;5;1;12;K. Cooper
24-25;18;Championat de France;Domicile;Defaite;Basket Landes;;Banc;E. Mahoutou;26;34;0,57;34,57;5;6;0,83;5;6;0,83;0;0;;0;0;;;;;;;;;10;2;3;5;2;0;4;0;0;2;0;-5;20;26;E. Mahoutou
24-25;18;Championat de France;Domicile;Defaite;Basket Landes;;Banc;M. Debaut;28;29;0,48;29,48;2;8;0,25;2;5;0,4;0;3;0;2;2;1;;;;;;;;6;0;2;2;4;2;0;0;1;2;3;0;4;30;M. Debaut
24-25;18;Championat de France;Domicile;Defaite;Basket Landes;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;4;5;0;0;0;0;0;1;0;0;0;0;Team / Coach
24-25;18;Championat de France;Domicile;Defaite;Basket Landes;;Banc;TOTAUX EQUIPE;;;;;21;48;0,44;17;37;0,46;4;11;0,36;18;25;0,72;14;28;11;10;30;4;7;64;7;30;37;14;22;10;0;4;26;25;0;69;0;TOTAUX EQUIPE
24-25;19;Championat de France;Exterieur;Defaite;Roche Vendée;;Starter;C. Legrand;23;51;0,85;51,85;1;7;0,14;1;6;0,17;0;1;0;1;2;0,5;;;;;;;;3;1;3;4;1;5;1;0;0;2;1;0;-3;7;C. Legrand
24-25;19;Championat de France;Exterieur;Defaite;Roche Vendée;;Starter;S. Colley;28;8;0,13;8,13;4;9;0,44;2;3;0,67;2;6;0,33;3;3;1;;;;;;;;13;1;4;5;1;2;2;0;0;5;5;-4;14;11;S. Colley
24-25;19;Championat de France;Exterieur;Defaite;Roche Vendée;Capitaine;Starter;E. Marie(C);27;15;0,25;15,25;3;12;0,25;1;7;0,14;2;5;0,4;0;0;;;;;;;;;8;0;2;2;3;1;3;0;1;3;2;-9;6;21;E. Marie(C)
24-25;19;Championat de France;Exterieur;Defaite;Roche Vendée;;Starter;E. Mahoutou;26;33;0,55;33,55;5;10;0,5;5;10;0,5;0;0;;0;2;0;;;;;;;;10;5;1;6;0;2;2;0;1;3;1;-5;9;26;E. Mahoutou
24-25;19;Championat de France;Exterieur;Defaite;Roche Vendée;;Starter;N. Enabosi;28;56;0,93;56,93;5;13;0,38;4;12;0,33;1;1;1;1;3;0,33;;;;;;;;12;3;10;13;1;1;0;0;3;3;3;-9;15;33;N. Enabosi
24-25;19;Championat de France;Exterieur;Defaite;Roche Vendée;;Banc;S. Elenga;19;36;0,6;36,6;1;3;0,33;1;3;0,33;0;0;;0;0;;;;;;;;;2;1;3;4;2;2;0;0;1;0;0;-12;4;6;S. Elenga
24-25;19;Championat de France;Exterieur;Defaite;Roche Vendée;;Banc;K. Cooper;17;56;0,93;56,93;3;10;0,3;2;7;0,29;1;3;0,33;0;0;;;;;;;;;7;3;1;4;0;3;1;1;0;3;1;-11;3;12;K. Cooper
24-25;19;Championat de France;Exterieur;Defaite;Roche Vendée;;Banc;R. Le Seyec;6;5;0,08;5,08;1;1;1;1;1;1;0;0;;0;0;;;;;;;;;2;0;2;2;0;2;0;0;0;1;0;-7;2;27;R. Le Seyec
24-25;19;Championat de France;Exterieur;Defaite;Roche Vendée;;Banc;M. Debaut;21;10;0,17;10,17;1;9;0,11;0;4;0;1;5;0,2;0;0;;;;;;;;;3;0;1;1;1;0;0;0;0;2;0;-23;-3;30;M. Debaut
24-25;19;Championat de France;Exterieur;Defaite;Roche Vendée;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;3;0;0;0;0;0;0;0;0;0;0;Team / Coach
24-25;19;Championat de France;Exterieur;Defaite;Roche Vendée;;Banc;TOTAUX EQUIPE;;;;;24;74;0,32;17;53;0,32;7;21;0,33;5;10;0,5;15;26;13;22;14;6;6;60;15;29;44;9;18;9;1;6;22;13;0;50;0;TOTAUX EQUIPE
24-25;20;Championat de France;Exterieur;Defaite;Lattes Montpellier;;Starter;S. Elenga;19;52;0,87;52,87;1;3;0,33;1;2;0,5;0;1;0;0;0;;;;;;;;;2;1;2;3;0;6;0;1;0;3;1;-6;-2;6;S. Elenga
24-25;20;Championat de France;Exterieur;Defaite;Lattes Montpellier;;Starter;S. Colley;19;48;0,8;48,8;1;6;0,17;1;4;0,25;0;2;0;1;2;0,5;;;;;;;;3;0;5;5;3;3;0;0;0;1;1;-5;2;11;S. Colley
24-25;20;Championat de France;Exterieur;Defaite;Lattes Montpellier;;Starter;K. Cooper;22;20;0,33;20,33;5;9;0,56;1;4;0,25;4;5;0,8;7;8;0,88;;;;;;;;21;0;5;5;2;1;2;0;0;2;4;10;24;12;K. Cooper
24-25;20;Championat de France;Exterieur;Defaite;Lattes Montpellier;Capitaine;Starter;E. Marie(C);26;6;0,1;6,1;0;4;0;0;1;0;0;3;0;0;0;;;;;;;;;0;0;4;4;9;5;1;0;0;5;1;4;5;21;E. Marie(C)
24-25;20;Championat de France;Exterieur;Defaite;Lattes Montpellier;;Starter;N. Enabosi;24;2;0,03;2,03;3;5;0,6;2;4;0,5;1;1;1;4;4;1;;;;;;;;11;1;2;3;2;1;3;0;1;1;3;-3;16;33;N. Enabosi
24-25;20;Championat de France;Exterieur;Defaite;Lattes Montpellier;;Banc;N. Bruce;2;8;0,13;8,13;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;-11;0;5;N. Bruce
24-25;20;Championat de France;Exterieur;Defaite;Lattes Montpellier;;Banc;C. Legrand;20;14;0,23;14,23;2;6;0,33;2;5;0,4;0;1;0;1;2;0,5;;;;;;;;5;1;3;4;4;0;2;1;0;5;2;5;11;7;C. Legrand
24-25;20;Championat de France;Exterieur;Defaite;Lattes Montpellier;;Banc;E. Mahoutou;20;35;0,58;35,58;5;5;1;5;5;1;0;0;;0;0;;;;;;;;;10;1;4;5;0;4;0;0;0;1;1;4;11;26;E. Mahoutou
24-25;20;Championat de France;Exterieur;Defaite;Lattes Montpellier;;Banc;R. Le Seyec;15;49;0,82;49,82;2;3;0,67;2;2;1;0;1;0;3;3;1;;;;;;;;7;0;0;0;1;1;0;1;0;2;3;-9;7;27;R. Le Seyec
24-25;20;Championat de France;Exterieur;Defaite;Lattes Montpellier;;Banc;M. Debaut;29;6;0,1;6,1;4;10;0,4;0;1;0;4;9;0,44;2;4;0,5;;;;;;;;14;0;2;2;6;2;1;0;0;1;2;6;13;30;M. Debaut
24-25;20;Championat de France;Exterieur;Defaite;Lattes Montpellier;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;2;3;0;0;0;0;0;0;0;0;0;0;Team / Coach
24-25;20;Championat de France;Exterieur;Defaite;Lattes Montpellier;;Banc;TOTAUX EQUIPE;;;;;23;51;0,45;14;28;0,5;9;23;0,39;18;23;0,78;23;22;2;19;36;9;9;73;5;29;34;27;23;9;3;1;21;19;0;90;0;TOTAUX EQUIPE
24-25;21;Championat de France;Domicile;Defaite;Villeneuve d'Ascq;;Starter;S. Elenga;16;14;0,23;14,23;0;2;0;0;1;0;0;1;0;0;0;;;;;;;;;0;0;3;3;0;0;2;2;0;1;0;-6;5;6;S. Elenga
24-25;21;Championat de France;Domicile;Defaite;Villeneuve d'Ascq;;Starter;S. Colley;26;16;0,27;16,27;3;12;0,25;3;8;0,38;0;4;0;5;5;1;;;;;;;;11;1;2;3;2;3;2;1;0;2;4;-14;7;11;S. Colley
24-25;21;Championat de France;Domicile;Defaite;Villeneuve d'Ascq;;Starter;K. Cooper;19;37;0,62;37,62;3;6;0,5;2;4;0,5;1;2;0,5;0;1;0;;;;;;;;7;0;3;3;0;3;1;2;0;2;0;-23;6;12;K. Cooper
24-25;21;Championat de France;Domicile;Defaite;Villeneuve d'Ascq;Capitaine;Starter;E. Marie(C);29;20;0,33;20,33;0;5;0;0;1;0;0;4;0;1;2;0,5;;;;;;;;1;0;2;2;8;1;0;0;0;3;3;-28;4;21;E. Marie(C)
24-25;21;Championat de France;Domicile;Defaite;Villeneuve d'Ascq;;Starter;N. Enabosi;21;21;0,35;21,35;1;9;0,11;1;7;0,14;0;2;0;5;6;0,83;;;;;;;;7;0;4;4;0;1;2;0;1;2;5;-20;3;33;N. Enabosi
24-25;21;Championat de France;Domicile;Defaite;Villeneuve d'Ascq;;Banc;N. Bruce;0;0;0;0;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;5;N. Bruce
24-25;21;Championat de France;Domicile;Defaite;Villeneuve d'Ascq;;Banc;C. Legrand;19;30;0,5;30,5;3;8;0,38;1;3;0,33;2;5;0,4;0;0;;;;;;;;;8;2;3;5;2;0;3;0;0;1;2;-25;13;7;C. Legrand
24-25;21;Championat de France;Domicile;Defaite;Villeneuve d'Ascq;;Banc;E. Mahoutou;20;32;0,53;32,53;0;3;0;0;3;0;0;0;;0;0;;;;;;;;;0;1;3;4;2;1;0;0;1;1;0;-15;2;26;E. Mahoutou
24-25;21;Championat de France;Domicile;Defaite;Villeneuve d'Ascq;;Banc;R. Le Seyec;20;23;0,38;23,38;2;6;0,33;2;6;0,33;0;0;;3;4;0,75;;;;;;;;7;1;2;3;0;1;0;1;0;1;3;-10;5;27;R. Le Seyec
24-25;21;Championat de France;Domicile;Defaite;Villeneuve d'Ascq;;Banc;M. Debaut;26;47;0,78;47,78;5;13;0,38;2;6;0,33;3;7;0,43;0;0;;;;;;;;;13;0;1;1;0;4;0;0;1;3;0;-24;2;30;M. Debaut
24-25;21;Championat de France;Domicile;Defaite;Villeneuve d'Ascq;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;1;3;4;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;21;Championat de France;Domicile;Defaite;Villeneuve d'Ascq;;Banc;TOTAUX EQUIPE;;;;;17;64;0,27;11;39;0,28;6;25;0,24;14;18;0,78;18;14;3;13;28;1;6;54;6;26;32;14;15;10;6;3;16;17;0;50;0;TOTAUX EQUIPE
24-25;22;Championat de France;Exterieur;Defaite;Tarbes;;Starter;C. Legrand;25;14;0,23;14,23;5;14;0,36;5;9;0,56;0;5;0;1;2;0,5;;;;;;;;11;2;3;5;2;2;3;0;0;2;3;-10;9;7;C. Legrand
24-25;22;Championat de France;Exterieur;Defaite;Tarbes;;Starter;K. Cooper;17;57;0,95;57,95;7;9;0,78;6;7;0,86;1;2;0,5;0;1;0;;;;;;;;15;3;4;7;0;4;4;0;0;3;2;3;19;12;K. Cooper
24-25;22;Championat de France;Exterieur;Defaite;Tarbes;Capitaine;Starter;E. Marie(C);24;48;0,8;48,8;0;2;0;0;0;;0;2;0;1;2;0,5;;;;;;;;1;0;3;3;6;4;2;0;0;0;2;-14;5;21;E. Marie(C)
24-25;22;Championat de France;Exterieur;Defaite;Tarbes;;Starter;M. Debaut;30;55;0,92;55,92;3;15;0,2;0;5;0;3;10;0,3;1;2;0,5;;;;;;;;10;0;2;2;3;2;2;0;1;2;1;-6;2;30;M. Debaut
24-25;22;Championat de France;Exterieur;Defaite;Tarbes;;Starter;N. Enabosi;25;16;0,27;16,27;2;8;0,25;2;8;0,25;0;0;;6;8;0,75;;;;;;;;10;2;3;5;4;4;1;0;1;1;6;-10;8;33;N. Enabosi
24-25;22;Championat de France;Exterieur;Defaite;Tarbes;;Banc;N. Bruce;15;3;0,05;3,05;1;4;0,25;1;3;0,33;0;1;0;0;0;;;;;;;;;2;0;0;0;1;0;0;0;0;0;0;-14;0;5;N. Bruce
24-25;22;Championat de France;Exterieur;Defaite;Tarbes;;Banc;S. Elenga;22;21;0,35;21,35;1;6;0,17;1;6;0,17;0;0;;2;6;0,33;;;;;;;;4;4;2;6;2;3;1;0;0;3;4;-8;1;6;S. Elenga
24-25;22;Championat de France;Exterieur;Defaite;Tarbes;;Banc;E. Mahoutou;16;23;0,38;23,38;3;6;0,5;3;6;0,5;0;0;;0;1;0;;;;;;;;6;3;1;4;2;0;1;0;0;2;1;-10;9;26;E. Mahoutou
24-25;22;Championat de France;Exterieur;Defaite;Tarbes;;Banc;R. Le Seyec;22;3;0,05;3,05;3;4;0,75;3;3;1;0;1;0;1;2;0,5;;;;;;;;7;3;1;4;0;1;0;1;0;0;2;-21;9;27;R. Le Seyec
24-25;22;Championat de France;Exterieur;Defaite;Tarbes;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;3;4;7;0;1;0;0;0;0;0;0;0;0;Team / Coach
24-25;22;Championat de France;Exterieur;Defaite;Tarbes;;Banc;TOTAUX EQUIPE;;;;;25;68;0,37;21;47;0,45;4;21;0,19;12;24;0,5;23;36;15;8;19;;7;66;20;23;43;20;21;14;1;2;13;21;0;68;0;TOTAUX EQUIPE
25-26;1;Championat de France;Domicile;;Bourges;;Starter;Y. Enjolvy;;;;;;;;;;;;;;0;0;;;;;;;;;11;1;1;2;5;4;0;0;0;4;1;-5;8;2;Y. Enjolvy
25-26;1;Championat de France;Domicile;;Bourges;;Starter;C. Legrand;;;;;;;;0;0;;;;;0;0;;;;;;;;;3;3;1;4;2;2;2;1;0;4;2;1;10;7;C. Legrand
25-26;1;Championat de France;Domicile;;Bourges;;Starter;J. Bailey;;;;;;;;;;;0;3;0,00;;;;;;;;;;;18;2;9;11;5;5;5;0;0;5;10;3;25;10;J. Bailey
25-26;1;Championat de France;Domicile;;Bourges;Capitaine;Starter;K. Elenga(C);;;;;0;8;0,00;0;3;0,00;0;5;0,00;0;2;0,00;;;;;;;;0;2;2;4;0;0;0;0;1;0;2;10;-6;18;K. Elenga(C)
25-26;1;Championat de France;Domicile;;Bourges;;Starter;N. Enabosi;;;;;;;;;;;;;;;;;;;;;;;;15;0;7;7;1;1;1;0;1;2;4;4;17;33;N. Enabosi
25-26;1;Championat de France;Domicile;;Bourges;;Banc;J. Mavambou;;;;;0;5;0,00;0;4;0,00;0;1;0,00;0;0;;;;;;;;;0;0;2;2;0;0;1;0;1;0;0;-11;-2;8;J. Mavambou
25-26;1;Championat de France;Domicile;;Bourges;;Banc;A. Baker;;;;;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;15;A. Baker
25-26;1;Championat de France;Domicile;;Bourges;;Banc;E. Marie;;;;;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;21;E. Marie
25-26;1;Championat de France;Domicile;;Bourges;;Banc;E. Zemoura;;;;;;;;;;;0;1;0,00;;;;;;;;;;;5;0;1;1;0;0;1;0;1;4;1;-9;1;22;E. Zemoura
25-26;1;Championat de France;Domicile;;Bourges;;Banc;A. Kone;;;;;;;;;;;0;1;0,00;;;;;;;;;;;6;0;4;4;0;1;0;0;0;2;4;-13;3;26;A. Kone
25-26;1;Championat de France;Domicile;;Bourges;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;4;4;8;0;1;0;0;0;0;0;0;0;0;Team / Coach
25-26;1;Championat de France;Domicile;;Bourges;;Banc;TOTAUX EQUIPE;;;;;18;57;0,32;14;35;0,40;;;;18;27;0,67;15;26;6;6;11;7;7;58;12;31;43;13;14;10;1;4;21;24;0;63;0;TOTAUX EQUIPE
25-26;2;Championat de France;Exterieur;;Charnay;;Starter;Y. Enjolvy;;;;;;;;;;;;;;;;;;;;;;;;8;0;0;0;9;1;1;0;0;4;1;-6;10;2;Y. Enjolvy
25-26;2;Championat de France;Exterieur;;Charnay;;Starter;C. Legrand;;;;;;;;;;;0;2;0,00;;;;;;;;;;;9;2;1;3;6;1;1;1;2;3;3;-14;12;7;C. Legrand
25-26;2;Championat de France;Exterieur;;Charnay;;Starter;J. Bailey;;;;;;;;;;;;;;0;0;;;;;;;;;9;2;7;9;2;6;2;0;0;5;3;-16;14;10;J. Bailey
25-26;2;Championat de France;Exterieur;;Charnay;;Starter;A. Kone;;;;;;;;;;;0;1;0,00;;;;;;;;;;;16;1;7;8;0;7;0;1;0;4;3;-12;12;26;A. Kone
25-26;2;Championat de France;Exterieur;;Charnay;;Starter;N. Enabosi;;;;;;;;;;;0;2;0,00;;;;;;;;;;;19;2;6;8;1;0;3;0;1;4;5;-8;20;33;N. Enabosi
25-26;2;Championat de France;Exterieur;;Charnay;;Banc;J. Mavambou;;;;;;;;;;;0;1;0,00;0;4;0,00;;;;;;;;2;1;2;3;1;2;0;0;0;3;2;-21;-1;8;J. Mavambou
25-26;2;Championat de France;Exterieur;;Charnay;Capitaine;Banc;K. Elenga(C);;;;;;;;0;0;;;;;0;0;;;;;;;;;3;0;4;4;1;2;0;0;2;0;0;0;1;18;K. Elenga(C)
25-26;2;Championat de France;Exterieur;;Charnay;;Banc;J. Francheteau;;;;;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;-3;0;21;J. Francheteau
25-26;2;Championat de France;Exterieur;;Charnay;;Banc;E. Zemoura;;;;;;;;;;;0;1;0,00;;;;;;;;;;;8;1;2;3;2;3;0;0;2;1;2;5;6;22;E. Zemoura
25-26;2;Championat de France;Exterieur;;Charnay;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;5;1;6;0;4;0;0;0;0;0;0;0;0;Team / Coach
25-26;2;Championat de France;Exterieur;;Charnay;;Banc;TOTAUX EQUIPE;;;;;29;69;0,42;26;47;0,55;;;;13;20;0,65;17;44;17;17;13;12;9;74;14;30;44;22;26;7;2;7;24;19;0;76;0;TOTAUX EQUIPE
25-26;3;Championat de France;Domicile;;Angers;;Starter;C. Legrand;;;;;;;;;;;;;;0;0;;;;;;;;;7;0;5;5;4;1;2;0;1;5;1;13;15;7;C. Legrand
25-26;3;Championat de France;Domicile;;Angers;;Starter;J. Bailey;;;;;;;;;;;;;;;;;;;;;;;;23;4;7;11;1;3;1;0;0;3;4;18;27;10;J. Bailey
25-26;3;Championat de France;Domicile;;Angers;;Starter;E. Marie;;;;;0;3;0,00;0;0;;0;3;0,00;;;;;;;;;;;1;0;1;1;9;3;1;0;0;2;1;2;5;21;E. Marie
25-26;3;Championat de France;Domicile;;Angers;;Starter;A. Kone;;;;;;;;;;;0;0;;;;;;;;;;;;13;3;1;4;0;1;0;0;2;2;1;8;11;26;A. Kone
25-26;3;Championat de France;Domicile;;Angers;;Starter;N. Enabosi;;;;;;;;;;;0;0;;14;16;0,88;;;;;;;;24;3;5;8;2;1;2;0;0;1;10;7;30;33;N. Enabosi
25-26;3;Championat de France;Domicile;;Angers;;Banc;Y. Enjolvy;;;;;0;4;0,00;0;2;0,00;0;2;0,00;;;;;;;;;;;1;1;1;2;2;0;1;0;0;2;1;0;1;2;Y. Enjolvy
25-26;3;Championat de France;Domicile;;Angers;;Banc;J. Mavambou;;;;;;;;;;;0;0;;0;0;;;;;;;;;2;0;0;0;1;0;0;0;1;0;0;14;1;8;J. Mavambou
25-26;3;Championat de France;Domicile;;Angers;;Banc;A. Baker;;;;;;;;;;;0;2;0,00;0;0;;;;;;;;;6;1;0;1;7;1;1;0;0;3;1;1;10;15;A. Baker
25-26;3;Championat de France;Domicile;;Angers;Capitaine;Banc;K. Elenga(C);;;;;;;;;;;;;;;;;;;;;;;;12;0;1;1;0;1;0;0;0;3;4;-7;8;18;K. Elenga(C)
25-26;3;Championat de France;Domicile;;Angers;;Banc;E. Zemoura;;;;;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;1;1;0;0;0;0;0;1;0;-1;1;22;E. Zemoura
25-26;3;Championat de France;Domicile;;Angers;;Banc;Team / Coach;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;0;3;0;0;0;0;0;0;0;0;Team / Coach
25-26;3;Championat de France;Domicile;;Angers;;Banc;TOTAUX EQUIPE;;;;;30;59;0,51;25;42;0,60;;;;24;32;0,75;31;48;12;15;21;13;8;89;12;23;35;26;14;8;0;4;22;23;0;107;0;TOTAUX EQUIPE
25-26;4;Championat de France;Exterieur;;Toulouse;;Starter;J. Bailey;;;;;;;;;;;;;;;;;;;;;;;;19;0;4;4;3;1;3;0;0;3;5;-2;23;10;J. Bailey
25-26;4;Championat de France;Exterieur;;Toulouse;;Starter;A. Baker;;;;;;;;;;;0;0;;;;;;;;;;;;7;0;2;2;5;1;2;0;0;2;2;-5;13;15;A. Baker
25-26;4;Championat de France;Exterieur;;Toulouse;Capitaine;Starter;K. Elenga(C);;;;;;;;;;;0;3;0,00;;;;;;;;;;;5;0;3;3;2;1;0;0;0;1;1;-5;6;18;K. Elenga(C)
25-26;4;Championat de France;Exterieur;;Toulouse;;Starter;E. Marie;;;;;0;0;;0;0;;0;0;;0;0;;;;;;;;;0;0;1;1;4;3;0;0;0;2;1;2;2;21;E. Marie
25-26;4;Championat de France;Exterieur;;Toulouse;;Starter;N. Enabosi;;;;;;;;;;;0;1;0,00;;;;;;;;;;;16;1;7;8;2;2;0;0;1;2;7;0;16;33;N. Enabosi
25-26;4;Championat de France;Exterieur;;Toulouse;;Banc;Y. Enjolvy;;;;;;;;0;0;;;;;0;1;0,00;;;;;;;;12;0;1;1;3;4;3;0;0;2;0;7;10;2;Y. Enjolvy
25-26;4;Championat de France;Exterieur;;Toulouse;;Banc;C. Legrand;;;;;;;;;;;;;;;;;;;;;;;;11;1;1;2;1;3;0;0;0;3;2;17;7;7;C. Legrand
